year,myneta_constituency_url,myneta_candidate_url,myneta_constituency_query_id,candidate_id,constituency,district,candidate_name,party,is_winner,criminal_cases,education,age,assets_raw,liabilities_raw,assets,liabilities
2016,https://www.myneta.info/westbengal2016/index.php?action=show_candidates&constituency_id=249,https://www.myneta.info/westbengal2016/candidate.php?candidate_id=53,249,53,RANIBANDH (ST),BANKURA,Deblina Hembram,CPI(M),0,0,10th Pass,46,"Rs 11,24,088 ~ 11 Lacs+","Rs 44,439 ~ 44 Thou+",1124088,44439
2016,https://www.myneta.info/westbengal2016/index.php?action=show_candidates&constituency_id=249,https://www.myneta.info/westbengal2016/candidate.php?candidate_id=20,249,20,RANIBANDH (ST),BANKURA,Goutam Kumar Mudi,SUCI(C),0,1,Post Graduate,46,,,,
2016,https://www.myneta.info/westbengal2016/index.php?action=show_candidates&constituency_id=249,https://www.myneta.info/westbengal2016/candidate.php?candidate_id=88,249,88,RANIBANDH (ST),BANKURA,Jagannath Tudu,Jharkhand Anushilan Party,0,0,Graduate,50,"Rs 2,03,500 ~ 2 Lacs+",Rs 0 ~,203500,0
2016,https://www.myneta.info/westbengal2016/index.php?action=show_candidates&constituency_id=249,https://www.myneta.info/westbengal2016/candidate.php?candidate_id=19,249,19,RANIBANDH (ST),BANKURA,Sudhir Kumar Murmu,CPI(ML)(L),0,0,10th Pass,47,,,,
2016,https://www.myneta.info/westbengal2016/index.php?action=show_candidates&constituency_id=247,https://www.myneta.info/westbengal2016/candidate.php?candidate_id=239,247,239,SALTORA (SC),BANKURA,Swapan Bouri,AITC,1,0,10th Pass M.P. in the year 1981 from Maliara R.N. High School Bankura,52,,,2448594,0
2016,https://www.myneta.info/westbengal2016/index.php?action=show_candidates&constituency_id=247,https://www.myneta.info/westbengal2016/candidate.php?candidate_id=268,247,268,SALTORA (SC),BANKURA,Dipak Kumar Bhuiya,Bahujan Mukti Party,0,0,12th Pass,33,"Rs 25,500 ~ 25 Thou+",Rs 0 ~,25500,0
2016,https://www.myneta.info/westbengal2016/index.php?action=show_candidates&constituency_id=247,https://www.myneta.info/westbengal2016/candidate.php?candidate_id=146,247,146,SALTORA (SC),BANKURA,Dipen Bauri,SUCI(C),0,0,10th Pass,44,"Rs 1,55,600 ~ 1 Lacs+",Rs 0 ~,155600,0
2016,https://www.myneta.info/westbengal2016/index.php?action=show_candidates&constituency_id=247,https://www.myneta.info/westbengal2016/candidate.php?candidate_id=284,247,284,SALTORA (SC),BANKURA,Mahananda Maji,IND,0,0,12th Pass,27,,,,
2016,https://www.myneta.info/westbengal2016/index.php?action=show_candidates&constituency_id=247,https://www.myneta.info/westbengal2016/candidate.php?candidate_id=147,247,147,SALTORA (SC),BANKURA,Sasthi Charan Bouri,CPI(M),0,0,Graduate,36,"Rs 3,13,452 ~ 3 Lacs+",Rs 0 ~,313452,0
2016,https://www.myneta.info/westbengal2016/index.php?action=show_candidates&constituency_id=247,https://www.myneta.info/westbengal2016/candidate.php?candidate_id=238,247,238,SALTORA (SC),BANKURA,Snehasis Mondal,BJP,0,1,Graduate,38,"Rs 15,70,000 ~ 15 Lacs+","Rs 12,00,000 ~ 12 Lacs+",1570000,1200000
2016,https://www.myneta.info/westbengal2016/index.php?action=show_candidates&constituency_id=258,https://www.myneta.info/westbengal2016/candidate.php?candidate_id=165,258,165,SONAMUKHI (SC),BANKURA,Ajit Ray,CPI(M),1,0,10th Pass Madhyamik(WBBSE) Panchal High School PO- Panchal Dist- Bankura In 1989,42,"Rs 1,24,797 ~ 1 Lacs+",Rs 0 ~,124797,0
2016,https://www.myneta.info/westbengal2016/index.php?action=show_candidates&constituency_id=258,https://www.myneta.info/westbengal2016/candidate.php?candidate_id=167,258,167,SONAMUKHI (SC),BANKURA,Debjani Roy,BJP,0,0,12th Pass,35,"Rs 6,31,000 ~ 6 Lacs+",Rs 0 ~,631000,0
2016,https://www.myneta.info/westbengal2016/index.php?action=show_candidates&constituency_id=258,https://www.myneta.info/westbengal2016/candidate.php?candidate_id=166,258,166,SONAMUKHI (SC),BANKURA,Dipali Saha,AITC,0,2,10th Pass,46,,,,
2016,https://www.myneta.info/westbengal2016/index.php?action=show_candidates&constituency_id=258,https://www.myneta.info/westbengal2016/candidate.php?candidate_id=288,258,288,SONAMUKHI (SC),BANKURA,Jayanta Lohar,BSP,0,0,8th Pass,29,"Rs 26,000 ~ 26 Thou+",Rs 0 ~,26000,0
2016,https://www.myneta.info/westbengal2016/index.php?action=show_candidates&constituency_id=251,https://www.myneta.info/westbengal2016/candidate.php?candidate_id=56,251,56,TALDANGRA,BANKURA,Samir Chakraborty,AITC,1,0,"Graduate B.Sc. (1979) Vidyasagar College, Calcutta University",56,"Rs 40,59,23,000 ~ 40 Crore+",Rs 0 ~,405923000,0
2016,https://www.myneta.info/westbengal2016/index.php?action=show_candidates&constituency_id=251,https://www.myneta.info/westbengal2016/candidate.php?candidate_id=22,251,22,TALDANGRA,BANKURA,Amiya Patra,CPI(M),0,0,Graduate,64,"Rs 59,55,055 ~ 59 Lacs+",Rs 0 ~,5955055,0
2016,https://www.myneta.info/westbengal2016/index.php?action=show_candidates&constituency_id=251,https://www.myneta.info/westbengal2016/candidate.php?candidate_id=91,251,91,TALDANGRA,BANKURA,Mahadeb Khan,BJP,0,0,Graduate Professional,56,"Rs 44,64,341 ~ 44 Lacs+","Rs 65,000 ~ 65 Thou+",4464341,65000
2016,https://www.myneta.info/westbengal2016/index.php?action=show_candidates&constituency_id=251,https://www.myneta.info/westbengal2016/candidate.php?candidate_id=90,251,90,TALDANGRA,BANKURA,Pandab Saren,IND,0,0,10th Pass,45,,,,
2016,https://www.myneta.info/westbengal2016/index.php?action=show_candidates&constituency_id=251,https://www.myneta.info/westbengal2016/candidate.php?candidate_id=92,251,92,TALDANGRA,BANKURA,Radhakanta Banerjee,Jharkhand Anushilan Party,0,0,10th Pass,45,"Rs 4,94,000 ~ 4 Lacs+","Rs 44,439 ~ 44 Thou+",494000,44439
2016,https://www.myneta.info/westbengal2016/index.php?action=show_candidates&constituency_id=251,https://www.myneta.info/westbengal2016/candidate.php?candidate_id=221,251,221,TALDANGRA,BANKURA,Sanjay Bauri,Bahujan Mukti Party,0,0,12th Pass,28,,,,
2016,https://www.myneta.info/westbengal2016/index.php?action=show_candidates&constituency_id=251,https://www.myneta.info/westbengal2016/candidate.php?candidate_id=23,251,23,TALDANGRA,BANKURA,Sisir Baran Ghosh,SUCI(C),0,0,Graduate,46,"Rs 8,19,823 ~ 8 Lacs+",Rs 0 ~,819823,0
2016,https://www.myneta.info/westbengal2016/index.php?action=show_candidates&constituency_id=251,https://www.myneta.info/westbengal2016/candidate.php?candidate_id=220,251,220,TALDANGRA,BANKURA,Tapas Kumar Ray,JMM,0,0,Graduate,37,"Rs 3,500 ~ 3 Thou+",Rs 0 ~,3500,0
2016,https://www.myneta.info/westbengal2016/index.php?action=show_candidates&constituency_id=280,https://www.myneta.info/westbengal2016/candidate.php?candidate_id=179,280,179,ASANSOL DAKSHIN,BARDHAMAN,Tapas Banerjee,AITC,1,7,Graduate Professional B.Com & LLB from University of Calcutta,62,"Rs 27,50,270 ~ 27 Lacs+",Rs 0 ~,2750270,0
2016,https://www.myneta.info/westbengal2016/index.php?action=show_candidates&constituency_id=280,https://www.myneta.info/westbengal2016/candidate.php?candidate_id=301,280,301,ASANSOL DAKSHIN,BARDHAMAN,Chhoton Ruidas,Bahujan Mukti Party,0,0,5th Pass,29,"Rs 5,000 ~ 5 Thou+",Rs 0 ~,5000,0
2016,https://www.myneta.info/westbengal2016/index.php?action=show_candidates&constituency_id=280,https://www.myneta.info/westbengal2016/candidate.php?candidate_id=300,280,300,ASANSOL DAKSHIN,BARDHAMAN,Diptansu Chaudhury,BJP,0,0,Graduate,46,"Rs 1,27,73,780 ~ 1 Crore+",Rs 0 ~,12773780,0
2016,https://www.myneta.info/westbengal2016/index.php?action=show_candidates&constituency_id=280,https://www.myneta.info/westbengal2016/candidate.php?candidate_id=178,280,178,ASANSOL DAKSHIN,BARDHAMAN,Hemant Prabhakar,CPI(M),0,8,Graduate,35,,,,
2016,https://www.myneta.info/westbengal2016/index.php?action=show_candidates&constituency_id=280,https://www.myneta.info/westbengal2016/candidate.php?candidate_id=180,280,180,ASANSOL DAKSHIN,BARDHAMAN,Sukanta Hembram,Jharkhand Disom Party,0,0,10th Pass,30,"Rs 10,000 ~ 10 Thou+",Rs 0 ~,10000,0
2016,https://www.myneta.info/westbengal2016/index.php?action=show_candidates&constituency_id=281,https://www.myneta.info/westbengal2016/candidate.php?candidate_id=182,281,182,ASANSOL UTTAR,BARDHAMAN,Moloy Ghatak,AITC,1,6,"Graduate Professional LLB from Kolkata University, Jogesh Ch. Choudhary College of Law in 1982",60,,,8809535,2294431
2016,https://www.myneta.info/westbengal2016/index.php?action=show_candidates&constituency_id=281,https://www.myneta.info/westbengal2016/candidate.php?candidate_id=302,281,302,ASANSOL UTTAR,BARDHAMAN,Dipali Ruidas,Bahujan Mukti Party,0,0,8th Pass,42,"Rs 58,811 ~ 58 Thou+",Rs 0 ~,58811,0
2016,https://www.myneta.info/westbengal2016/index.php?action=show_candidates&constituency_id=281,https://www.myneta.info/westbengal2016/candidate.php?candidate_id=181,281,181,ASANSOL UTTAR,BARDHAMAN,Indrani Mishra,INC,0,0,Post Graduate,34,"Rs 27,18,880 ~ 27 Lacs+","Rs 25,51,639 ~ 25 Lacs+",2718880,2551639
2016,https://www.myneta.info/westbengal2016/index.php?action=show_candidates&constituency_id=281,https://www.myneta.info/westbengal2016/candidate.php?candidate_id=183,281,183,ASANSOL UTTAR,BARDHAMAN,Nirmal Karmakar,BJP,0,3,Graduate,58,"Rs 10,93,723 ~ 10 Lacs+",Rs 0 ~,1093723,0
2016,https://www.myneta.info/westbengal2016/index.php?action=show_candidates&constituency_id=281,https://www.myneta.info/westbengal2016/candidate.php?candidate_id=303,281,303,ASANSOL UTTAR,BARDHAMAN,Shyama Charan Dutta,Akhil Bharat Hindu Mahasabha,0,0,Post Graduate,68,"Rs 72,45,514 ~ 72 Lacs+",Rs 0 ~,7245514,0
2016,https://www.myneta.info/westbengal2016/index.php?action=show_candidates&constituency_id=273,https://www.myneta.info/westbengal2016/candidate.php?candidate_id=928,273,928,AUSGRAM (SC),BARDHAMAN,Abhedananda Thander,AITC,1,0,10th Pass Passed Secondary Examination West Bengal Board of Secondary Education in 1981,53,"Rs 32,07,344 ~ 32 Lacs+",Rs 0 ~,3207344,0
2016,https://www.myneta.info/westbengal2016/index.php?action=show_candidates&constituency_id=273,https://www.myneta.info/westbengal2016/candidate.php?candidate_id=926,273,926,AUSGRAM (SC),BARDHAMAN,Basudev Mete,CPI(M),0,0,10th Pass,46,"Rs 12,17,763 ~ 12 Lacs+",Rs 0 ~,1217763,0
2016,https://www.myneta.info/westbengal2016/index.php?action=show_candidates&constituency_id=273,https://www.myneta.info/westbengal2016/candidate.php?candidate_id=929,273,929,AUSGRAM (SC),BARDHAMAN,Kalpana Ankure,IND,0,0,10th Pass,45,,,,
2016,https://www.myneta.info/westbengal2016/index.php?action=show_candidates&constituency_id=273,https://www.myneta.info/westbengal2016/candidate.php?candidate_id=930,273,930,AUSGRAM (SC),BARDHAMAN,Manasa Mete,SUCI(C),0,0,8th Pass,49,"Rs 45,700 ~ 45 Thou+",Rs 0 ~,45700,0
2016,https://www.myneta.info/westbengal2016/index.php?action=show_candidates&constituency_id=273,https://www.myneta.info/westbengal2016/candidate.php?candidate_id=927,273,927,AUSGRAM (SC),BARDHAMAN,Sanatan Maji,BJP,0,0,8th Pass,47,"Rs 38,500 ~ 38 Thou+",Rs 0 ~,38500,0
2016,https://www.myneta.info/westbengal2016/index.php?action=show_candidates&constituency_id=283,https://www.myneta.info/westbengal2016/candidate.php?candidate_id=186,283,186,BARBANI,BARDHAMAN,Bidhan Upadhyay,AITC,1,1,"12th Pass Higher Secondary from West Bengal Council of Higher Secondary Education BB College Asansol in 1989, Madhyamik from West Bengal Board of Secondary Education PMVV School Panchgachia in 1987",46,"Rs 1,19,31,211 ~ 1 Crore+","Rs 25,91,552 ~ 25 Lacs+",11931211,2591552
2016,https://www.myneta.info/westbengal2016/index.php?action=show_candidates&constituency_id=283,https://www.myneta.info/westbengal2016/candidate.php?candidate_id=189,283,189,BARBANI,BARDHAMAN,Amal Roy,BJP,0,3,12th Pass,60,"Rs 12,96,232 ~ 12 Lacs+",Rs 0 ~,1296232,0
2016,https://www.myneta.info/westbengal2016/index.php?action=show_candidates&constituency_id=283,https://www.myneta.info/westbengal2016/candidate.php?candidate_id=306,283,306,BARBANI,BARDHAMAN,Krishnapada Nath Goswami,SHS,0,0,12th Pass,53,,,,
2016,https://www.myneta.info/westbengal2016/index.php?action=show_candidates&constituency_id=283,https://www.myneta.info/westbengal2016/candidate.php?candidate_id=188,283,188,BARBANI,BARDHAMAN,Pranabesh Dutta,SUCI(C),0,0,Graduate,63,"Rs 19,63,589 ~ 19 Lacs+",Rs 0 ~,1963589,0
2016,https://www.myneta.info/westbengal2016/index.php?action=show_candidates&constituency_id=283,https://www.myneta.info/westbengal2016/candidate.php?candidate_id=187,283,187,BARBANI,BARDHAMAN,Shipra Mukherjee,CPI(M),0,0,10th Pass,43,"Rs 52,73,611 ~ 52 Lacs+","Rs 4,63,452 ~ 4 Lacs+",5273611,463452
2016,https://www.myneta.info/westbengal2016/index.php?action=show_candidates&constituency_id=260,https://www.myneta.info/westbengal2016/candidate.php?candidate_id=861,260,861,BARDHAMAN DAKSHIN,BARDHAMAN,Rabiranjan Chattopadhyay,AITC,1,0,"Doctorate Ph.D-1968 from University of Burdwan, M.A-1963 from University of Burdwan,",75,"Rs 55,64,979 ~ 55 Lacs+",Rs 0 ~,5564979,0
2016,https://www.myneta.info/westbengal2016/index.php?action=show_candidates&constituency_id=260,https://www.myneta.info/westbengal2016/candidate.php?candidate_id=857,260,857,BARDHAMAN DAKSHIN,BARDHAMAN,Ainul Haque,CPI(M),0,5,Post Graduate,57,"Rs 21,89,895 ~ 21 Lacs+","Rs 5,06,164 ~ 5 Lacs+",2189895,506164
2016,https://www.myneta.info/westbengal2016/index.php?action=show_candidates&constituency_id=260,https://www.myneta.info/westbengal2016/candidate.php?candidate_id=862,260,862,BARDHAMAN DAKSHIN,BARDHAMAN,Md. Harun,BSP,0,0,8th Pass,46,"Rs 11,500 ~ 11 Thou+",Rs 0 ~,11500,0
2016,https://www.myneta.info/westbengal2016/index.php?action=show_candidates&constituency_id=260,https://www.myneta.info/westbengal2016/candidate.php?candidate_id=859,260,859,BARDHAMAN DAKSHIN,BARDHAMAN,Parikshit Gorain,SUCI(C),0,0,12th Pass,42,,,,
2016,https://www.myneta.info/westbengal2016/index.php?action=show_candidates&constituency_id=260,https://www.myneta.info/westbengal2016/candidate.php?candidate_id=858,260,858,BARDHAMAN DAKSHIN,BARDHAMAN,Prabal Roy,BJP,0,0,Others,50,"Rs 5,35,000 ~ 5 Lacs+",Rs 0 ~,535000,0
2016,https://www.myneta.info/westbengal2016/index.php?action=show_candidates&constituency_id=260,https://www.myneta.info/westbengal2016/candidate.php?candidate_id=860,260,860,BARDHAMAN DAKSHIN,BARDHAMAN,Samir Kumar Roy,IND,0,0,Graduate Professional,63,,,,
2016,https://www.myneta.info/westbengal2016/index.php?action=show_candidates&constituency_id=266,https://www.myneta.info/westbengal2016/candidate.php?candidate_id=891,266,891,BARDHAMAN UTTAR (SC),BARDHAMAN,Nisith Kumar Malik,AITC,1,0,"12th Pass H.S Passed in year 1987, On the board of W.B.C.H.S.E.",47,,,425000,0
2016,https://www.myneta.info/westbengal2016/index.php?action=show_candidates&constituency_id=266,https://www.myneta.info/westbengal2016/candidate.php?candidate_id=889,266,889,BARDHAMAN UTTAR (SC),BARDHAMAN,Aparna Saha,CPI(M),0,0,10th Pass,48,"Rs 50,46,374 ~ 50 Lacs+",Rs 0 ~,5046374,0
2016,https://www.myneta.info/westbengal2016/index.php?action=show_candidates&constituency_id=266,https://www.myneta.info/westbengal2016/candidate.php?candidate_id=892,266,892,BARDHAMAN UTTAR (SC),BARDHAMAN,Mahadev Malik,BSP,0,0,10th Pass,25,"Rs 6,500 ~ 6 Thou+",Rs 0 ~,6500,0
2016,https://www.myneta.info/westbengal2016/index.php?action=show_candidates&constituency_id=266,https://www.myneta.info/westbengal2016/candidate.php?candidate_id=890,266,890,BARDHAMAN UTTAR (SC),BARDHAMAN,Prasanta Saha,BJP,0,0,12th Pass,39,"Rs 1,00,000 ~ 1 Lacs+",Rs 0 ~,100000,0
2016,https://www.myneta.info/westbengal2016/index.php?action=show_candidates&constituency_id=266,https://www.myneta.info/westbengal2016/candidate.php?candidate_id=888,266,888,BARDHAMAN UTTAR (SC),BARDHAMAN,Tarun Kanti Majhi,CPI(ML)(L),0,0,Others,60,"Rs 24,12,107 ~ 24 Lacs+",Rs 0 ~,2412107,0
2016,https://www.myneta.info/westbengal2016/index.php?action=show_candidates&constituency_id=267,https://www.myneta.info/westbengal2016/candidate.php?candidate_id=896,267,896,BHATAR,BARDHAMAN,Subhash Mondal,AITC,1,0,"Graduate Professional LLB from Bhagalpur University in the year 1996, BSC from the University of Burdwan, Burdwan, W.B in the Year 1988-89",48,"Rs 26,14,003 ~ 26 Lacs+","Rs 7,77,433 ~ 7 Lacs+",2614003,777433
2016,https://www.myneta.info/westbengal2016/index.php?action=show_candidates&constituency_id=267,https://www.myneta.info/westbengal2016/candidate.php?candidate_id=893,267,893,BHATAR,BARDHAMAN,Anjan Mukherjee,BJP,0,0,Graduate,62,"Rs 5,37,55,313 ~ 5 Crore+",Rs 0 ~,53755313,0
2016,https://www.myneta.info/westbengal2016/index.php?action=show_candidates&constituency_id=267,https://www.myneta.info/westbengal2016/candidate.php?candidate_id=894,267,894,BHATAR,BARDHAMAN,Bamacharan Banerjee,CPI(M),0,3,Graduate Professional,63,"Rs 43,99,838 ~ 43 Lacs+",Rs 0 ~,4399838,0
2016,https://www.myneta.info/westbengal2016/index.php?action=show_candidates&constituency_id=267,https://www.myneta.info/westbengal2016/candidate.php?candidate_id=895,267,895,BHATAR,BARDHAMAN,Dhananjoy Ghoshal,BSP,0,0,Post Graduate,56,,,,
2016,https://www.myneta.info/westbengal2016/index.php?action=show_candidates&constituency_id=267,https://www.myneta.info/westbengal2016/candidate.php?candidate_id=897,267,897,BHATAR,BARDHAMAN,Santosh Nandi,IND,0,0,Graduate,28,"Rs 20,000 ~ 20 Thou+",Rs 0 ~,20000,0
2016,https://www.myneta.info/westbengal2016/index.php?action=show_candidates&constituency_id=277,https://www.myneta.info/westbengal2016/candidate.php?candidate_id=295,277,295,DURGAPUR PASCHIM,BARDHAMAN,Bishwanath Parial,INC,1,3,12th Pass Higher Secondary Examination from WBBSE in 1988,50,,,3953547,0
2016,https://www.myneta.info/westbengal2016/index.php?action=show_candidates&constituency_id=277,https://www.myneta.info/westbengal2016/candidate.php?candidate_id=258,277,258,DURGAPUR PASCHIM,BARDHAMAN,Apurba Mukherjee,AITC,0,0,Graduate,61,"Rs 4,52,72,106 ~ 4 Crore+",Rs 0 ~,45272106,0
2016,https://www.myneta.info/westbengal2016/index.php?action=show_candidates&constituency_id=277,https://www.myneta.info/westbengal2016/candidate.php?candidate_id=294,277,294,DURGAPUR PASCHIM,BARDHAMAN,Atul Chandra Bouri,Bahujan Mukti Party,0,0,10th Pass,62,"Rs 8,80,066 ~ 8 Lacs+",Rs 0 ~,880066,0
2016,https://www.myneta.info/westbengal2016/index.php?action=show_candidates&constituency_id=277,https://www.myneta.info/westbengal2016/candidate.php?candidate_id=259,277,259,DURGAPUR PASCHIM,BARDHAMAN,Kalyan Dubey,BJP,0,1,10th Pass,45,"Rs 13,92,785 ~ 13 Lacs+","Rs 80,000 ~ 80 Thou+",1392785,80000
2016,https://www.myneta.info/westbengal2016/index.php?action=show_candidates&constituency_id=277,https://www.myneta.info/westbengal2016/candidate.php?candidate_id=296,277,296,DURGAPUR PASCHIM,BARDHAMAN,Kanai Dutta,IND,0,0,10th Pass,45,"Rs 38,472 ~ 38 Thou+","Rs 19,200 ~ 19 Thou+",38472,19200
2016,https://www.myneta.info/westbengal2016/index.php?action=show_candidates&constituency_id=277,https://www.myneta.info/westbengal2016/candidate.php?candidate_id=260,277,260,DURGAPUR PASCHIM,BARDHAMAN,Sandip Sarkar,BSP,0,0,8th Pass,50,,,,
2016,https://www.myneta.info/westbengal2016/index.php?action=show_candidates&constituency_id=277,https://www.myneta.info/westbengal2016/candidate.php?candidate_id=293,277,293,DURGAPUR PASCHIM,BARDHAMAN,Shyamali Banerjee (roy Chowdhury),SUCI(C),0,0,12th Pass,69,"Rs 35,10,917 ~ 35 Lacs+",Rs 0 ~,3510917,0
2016,https://www.myneta.info/westbengal2016/index.php?action=show_candidates&constituency_id=276,https://www.myneta.info/westbengal2016/candidate.php?candidate_id=171,276,171,DURGAPUR PURBA,BARDHAMAN,Santosh Debray,CPI(M),1,0,"12th Pass Higher Secondary from Umakanta Academy, Agartala Tripura",73,"Rs 77,19,193 ~ 77 Lacs+",Rs 0 ~,7719193,0
2016,https://www.myneta.info/westbengal2016/index.php?action=show_candidates&constituency_id=276,https://www.myneta.info/westbengal2016/candidate.php?candidate_id=172,276,172,DURGAPUR PURBA,BARDHAMAN,Akhil Mondal,BJP,0,1,10th Pass,55,"Rs 4,74,487 ~ 4 Lacs+","Rs 48,364 ~ 48 Thou+",474487,48364
